Frequency [MHz],|S0-0| [-],|S1-0| [-],|S2-0| [-],|S3-0| [-],Arg(S0-0) [rad],Arg(S1-0) [rad],Arg(S2-0) [rad],Arg(S3-0) [rad],Delay 0>0 [s],Delay 0>1 [s],Delay 0>2 [s],Delay 0>3 [s],|Z0| [Ohm],Arg(Z0) [rad]
2.646000e+02, 8.558943e-02, 8.596654e-01, 3.816797e-02, 5.864989e-03, 3.567281e-01, -7.705212e-01, 8.326928e-01, -1.786774e+00, -2.602385e-11, 4.611228e-10, 6.182295e-10, 6.679454e-10, 5.871090e+01, 6.014590e-02
2.684000e+02, 8.624632e-02, 8.595803e-01, 3.840965e-02, 5.937698e-03, 3.573494e-01, -7.815310e-01, 8.179318e-01, -1.802722e+00, -2.004295e-11, 4.611253e-10, 6.169399e-10, 6.643867e-10, 5.878125e+01, 6.071406e-02
2.722000e+02, 8.690883e-02, 8.594961e-01, 3.864682e-02, 6.009858e-03, 3.578280e-01, -7.925409e-01, 8.032017e-01, -1.818585e+00, -1.401477e-11, 4.610105e-10, 6.154844e-10, 6.608642e-10, 5.885280e+01, 6.126456e-02
2.760000e+02, 8.757680e-02, 8.594121e-01, 3.887939e-02, 6.081462e-03, 3.581626e-01, -8.035480e-01, 7.885064e-01, -1.834363e+00, -8.109726e-12, 4.609514e-10, 6.139475e-10, 6.572768e-10, 5.892554e+01, 6.179658e-02
2.798000e+02, 8.825002e-02, 8.593281e-01, 3.910745e-02, 6.152521e-03, 3.583562e-01, -8.145538e-01, 7.738477e-01, -1.850057e+00, -2.205042e-12, 4.609451e-10, 6.123297e-10, 6.539604e-10, 5.899946e+01, 6.230994e-02
2.836000e+02, 8.892835e-02, 8.592456e-01, 3.933094e-02, 6.223014e-03, 3.584089e-01, -8.255593e-01, 7.592276e-01, -1.865671e+00, 3.604295e-12, 4.608583e-10, 6.107085e-10, 6.506000e-10, 5.907456e+01, 6.280402e-02
2.874000e+02, 8.961145e-02, 8.591630e-01, 3.954985e-02, 6.292967e-03, 3.583228e-01, -8.365628e-01, 7.446463e-01, -1.881204e+00, 9.438724e-12, 4.607544e-10, 6.090840e-10, 6.472924e-10, 5.915082e+01, 6.327842e-02
2.912000e+02, 9.029909e-02, 8.590816e-01, 3.976418e-02, 6.362360e-03, 3.580975e-01, -8.475639e-01, 7.301037e-01, -1.896659e+00, 1.512335e-11, 4.607413e-10, 6.072988e-10, 6.441023e-10, 5.922823e+01, 6.373234e-02
2.950000e+02, 9.099118e-02, 8.590005e-01, 3.997404e-02, 6.431204e-03, 3.577364e-01, -8.585646e-01, 7.156038e-01, -1.912038e+00, 2.085907e-11, 4.606775e-10, 6.055084e-10, 6.408397e-10, 5.930678e+01, 6.416578e-02
2.988000e+02, 9.168738e-02, 8.589204e-01, 4.017940e-02, 6.499498e-03, 3.572383e-01, -8.695637e-01, 7.011466e-01, -1.927339e+00, 2.644651e-11, 4.606369e-10, 6.036488e-10, 6.377691e-10, 5.938644e+01, 6.457771e-02
3.026000e+02, 9.238761e-02, 8.588403e-01, 4.038013e-02, 6.567246e-03, 3.566069e-01, -8.805620e-01, 6.867339e-01, -1.942566e+00, 3.204178e-11, 4.605760e-10, 6.019043e-10, 6.347414e-10, 5.946722e+01, 6.496815e-02
3.064000e+02, 9.309156e-02, 8.587615e-01, 4.057648e-02, 6.634450e-03, 3.558419e-01, -8.915587e-01, 6.723627e-01, -1.957721e+00, 3.750258e-11, 4.605083e-10, 6.000431e-10, 6.316390e-10, 5.954910e+01, 6.533628e-02
3.102000e+02, 9.379895e-02, 8.586824e-01, 4.076809e-02, 6.701106e-03, 3.549464e-01, -9.025539e-01, 6.580360e-01, -1.972802e+00, 4.300294e-11, 4.604793e-10, 5.981288e-10, 6.287501e-10, 5.963204e+01, 6.568190e-02
3.140000e+02, 9.450967e-02, 8.586057e-01, 4.095530e-02, 6.767226e-03, 3.539197e-01, -9.135483e-01, 6.437550e-01, -1.987814e+00, 4.833006e-11, 4.604528e-10, 5.962903e-10, 6.257283e-10, 5.971605e+01, 6.600419e-02
3.178000e+02, 9.522349e-02, 8.585285e-01, 4.113798e-02, 6.832798e-03, 3.527658e-01, -9.245421e-01, 6.295180e-01, -2.002754e+00, 5.364155e-11, 4.604044e-10, 5.945092e-10, 6.229122e-10, 5.980110e+01, 6.630316e-02
3.216000e+02, 9.594025e-02, 8.584517e-01, 4.131612e-02, 6.897832e-03, 3.514850e-01, -9.355348e-01, 6.153234e-01, -2.017627e+00, 5.889270e-11, 4.603031e-10, 5.925603e-10, 6.201022e-10, 5.988718e+01, 6.657818e-02
3.254000e+02, 9.665952e-02, 8.583759e-01, 4.148974e-02, 6.962334e-03, 3.500789e-01, -9.465250e-01, 6.011754e-01, -2.032433e+00, 6.406342e-11, 4.603241e-10, 5.906671e-10, 6.172434e-10, 5.997425e+01, 6.682865e-02
3.292000e+02, 9.738132e-02, 8.583011e-01, 4.165881e-02, 7.026304e-03, 3.485493e-01, -9.575158e-01, 5.870725e-01, -2.047170e+00, 6.915189e-11, 4.602632e-10, 5.887992e-10, 6.146020e-10, 6.006230e+01, 6.705436e-02
3.330000e+02, 9.810536e-02, 8.582268e-01, 4.182343e-02, 7.089740e-03, 3.468982e-01, -9.685051e-01, 5.730143e-01, -2.061844e+00, 7.420057e-11, 4.602571e-10, 5.869274e-10, 6.118295e-10, 6.015133e+01, 6.725490e-02
3.368000e+02, 9.883132e-02, 8.581531e-01, 4.198350e-02, 7.152645e-03, 3.451266e-01, -9.794942e-01, 5.590008e-01, -2.076453e+00, 7.916013e-11, 4.601975e-10, 5.850238e-10, 6.091895e-10, 6.024128e+01, 6.742965e-02
3.406000e+02, 9.955915e-02, 8.580800e-01, 4.213901e-02, 7.215019e-03, 3.432366e-01, -9.904820e-01, 5.450327e-01, -2.090998e+00, 8.405824e-11, 4.601660e-10, 5.832727e-10, 6.065692e-10, 6.033215e+01, 6.757840e-02
3.444000e+02, 1.002887e-01, 8.580068e-01, 4.229008e-02, 7.276875e-03, 3.412296e-01, -1.001469e+00, 5.311064e-01, -2.105480e+00, 8.886931e-11, 4.601333e-10, 5.814317e-10, 6.039448e-10, 6.042392e+01, 6.770074e-02
3.482000e+02, 1.010195e-01, 8.579353e-01, 4.243662e-02, 7.338211e-03, 3.391077e-01, -1.012455e+00, 5.172241e-01, -2.119900e+00, 9.358519e-11, 4.601280e-10, 5.795531e-10, 6.014433e-10, 6.051655e+01, 6.779626e-02
3.520000e+02, 1.017515e-01, 8.578646e-01, 4.257861e-02, 7.399024e-03, 3.368733e-01, -1.023441e+00, 5.033866e-01, -2.134260e+00, 9.824752e-11, 4.600432e-10, 5.778155e-10, 5.989366e-10, 6.061002e+01, 6.786473e-02
3.558000e+02, 1.024845e-01, 8.577941e-01, 4.271616e-02, 7.459311e-03, 3.345275e-01, -1.034425e+00, 4.895906e-01, -2.148560e+00, 1.028967e-10, 4.600381e-10, 5.760334e-10, 5.964567e-10, 6.070431e+01, 6.790575e-02
3.596000e+02, 1.032183e-01, 8.577245e-01, 4.284924e-02, 7.519093e-03, 3.320707e-01, -1.045409e+00, 4.758372e-01, -2.162801e+00, 1.073933e-10, 4.600391e-10, 5.742947e-10, 5.940450e-10, 6.079939e+01, 6.791869e-02
3.634000e+02, 1.039526e-01, 8.576540e-01, 4.297777e-02, 7.578361e-03, 3.295066e-01, -1.056393e+00, 4.621253e-01, -2.176985e+00, 1.118571e-10, 4.599728e-10, 5.725562e-10, 5.916387e-10, 6.089523e+01, 6.790355e-02
3.672000e+02, 1.046874e-01, 8.575864e-01, 4.310179e-02, 7.637119e-03, 3.268359e-01, -1.067375e+00, 4.484548e-01, -2.191111e+00, 1.162137e-10, 4.599744e-10, 5.708547e-10, 5.892360e-10, 6.099181e+01, 6.785990e-02
3.710000e+02, 1.054224e-01, 8.575181e-01, 4.322142e-02, 7.695372e-03, 3.240612e-01, -1.078358e+00, 4.348251e-01, -2.205180e+00, 1.205549e-10, 4.599461e-10, 5.692393e-10, 5.869869e-10, 6.108909e+01, 6.778752e-02
3.748000e+02, 1.061576e-01, 8.574498e-01, 4.333645e-02, 7.753119e-03, 3.211828e-01, -1.089340e+00, 4.212338e-01, -2.219195e+00, 1.247585e-10, 4.599081e-10, 5.676070e-10, 5.846188e-10, 6.118707e+01, 6.768600e-02
3.786000e+02, 1.068921e-01, 8.573835e-01, 4.344712e-02, 7.810358e-03, 3.182040e-01, -1.100320e+00, 4.076816e-01, -2.233153e+00, 1.289758e-10, 4.598792e-10, 5.658843e-10, 5.823769e-10, 6.128563e+01, 6.755490e-02
3.824000e+02, 1.076268e-01, 8.573172e-01, 4.355326e-02, 7.867109e-03, 3.151246e-01, -1.111300e+00, 3.941705e-01, -2.247058e+00, 1.330259e-10, 4.598617e-10, 5.644531e-10, 5.801559e-10, 6.138488e+01, 6.739423e-02
3.862000e+02, 1.083608e-01, 8.572514e-01, 4.365488e-02, 7.923350e-03, 3.119485e-01, -1.122280e+00, 3.806935e-01, -2.260910e+00, 1.369543e-10, 4.598781e-10, 5.628284e-10, 5.779056e-10, 6.148469e+01, 6.720375e-02
3.900000e+02, 1.090932e-01, 8.571852e-01, 4.375205e-02, 7.979101e-03, 3.086785e-01, -1.133260e+00, 3.672554e-01, -2.274708e+00, 1.410769e-10, 4.598374e-10, 5.613976e-10, 5.757631e-10, 6.158494e+01, 6.698302e-02
3.938000e+02, 1.098260e-01, 8.571207e-01, 4.384480e-02, 8.034366e-03, 3.053102e-01, -1.144239e+00, 3.538514e-01, -2.288455e+00, 1.449281e-10, 4.597653e-10, 5.598808e-10, 5.736086e-10, 6.168588e+01, 6.673187e-02
3.976000e+02, 1.105575e-01, 8.570565e-01, 4.393295e-02, 8.089126e-03, 3.018498e-01, -1.155217e+00, 3.404836e-01, -2.302150e+00, 1.486356e-10, 4.597931e-10, 5.584396e-10, 5.714561e-10, 6.178728e+01, 6.645004e-02
4.014000e+02, 1.112867e-01, 8.569921e-01, 4.401676e-02, 8.143407e-03, 2.983010e-01, -1.166195e+00, 3.271503e-01, -2.315795e+00, 1.524983e-10, 4.597863e-10, 5.570311e-10, 5.694024e-10, 6.188899e+01, 6.613729e-02
4.052000e+02, 1.120158e-01, 8.569283e-01, 4.409611e-02, 8.197195e-03, 2.946599e-01, -1.177173e+00, 3.138505e-01, -2.329390e+00, 1.560401e-10, 4.597433e-10, 5.556886e-10, 5.673428e-10, 6.199128e+01, 6.579364e-02
4.090000e+02, 1.127418e-01, 8.568658e-01, 4.417094e-02, 8.250512e-03, 2.909343e-01, -1.188150e+00, 3.005829e-01, -2.342936e+00, 1.597371e-10, 4.597181e-10, 5.544661e-10, 5.652716e-10, 6.209378e+01, 6.541862e-02
4.128000e+02, 1.134670e-01, 8.568028e-01, 4.424140e-02, 8.303336e-03, 2.871204e-01, -1.199126e+00, 2.873444e-01, -2.356432e+00, 1.633024e-10, 4.597380e-10, 5.530957e-10, 5.632277e-10, 6.219673e+01, 6.501225e-02
4.166000e+02, 1.141903e-01, 8.567414e-01, 4.430739e-02, 8.355680e-03, 2.832214e-01, -1.210103e+00, 2.741386e-01, -2.369880e+00, 1.667095e-10, 4.596685e-10, 5.518795e-10, 5.612791e-10, 6.230001e+01, 6.457428e-02
4.204000e+02, 1.149111e-01, 8.566795e-01, 4.436883e-02, 8.407543e-03, 2.792410e-01, -1.221078e+00, 2.609619e-01, -2.383281e+00, 1.702345e-10, 4.596714e-10, 5.507975e-10, 5.592809e-10, 6.240349e+01, 6.410468e-02
4.242000e+02, 1.156303e-01, 8.566180e-01, 4.442594e-02, 8.458935e-03, 2.751765e-01, -1.232053e+00, 2.478110e-01, -2.396634e+00, 1.734759e-10, 4.596671e-10, 5.495436e-10, 5.573047e-10, 6.250731e+01, 6.360304e-02
4.280000e+02, 1.163463e-01, 8.565564e-01, 4.447851e-02, 8.509852e-03, 2.710345e-01, -1.243028e+00, 2.346900e-01, -2.409941e+00, 1.768039e-10, 4.596407e-10, 5.484033e-10, 5.553829e-10, 6.261121e+01, 6.306951e-02
4.318000e+02, 1.170600e-01, 8.564960e-01, 4.452667e-02, 8.560296e-03, 2.668132e-01, -1.254002e+00, 2.215963e-01, -2.423201e+00, 1.801184e-10, 4.596529e-10, 5.473952e-10, 5.535132e-10, 6.271532e+01, 6.250389e-02
4.356000e+02, 1.177717e-01, 8.564361e-01, 4.457043e-02, 8.610271e-03, 2.625126e-01, -1.264977e+00, 2.085266e-01, -2.436417e+00, 1.831708e-10, 4.595978e-10, 5.463697e-10, 5.515949e-10, 6.281964e+01, 6.190594e-02
4.394000e+02, 1.184796e-01, 8.563752e-01, 4.460972e-02, 8.659767e-03, 2.581392e-01, -1.275951e+00, 1.954814e-01, -2.449587e+00, 1.863118e-10, 4.595800e-10, 5.453839e-10, 5.497212e-10, 6.292391e+01, 6.127583e-02
4.432000e+02, 1.191848e-01, 8.563155e-01, 4.464448e-02, 8.708800e-03, 2.536908e-01, -1.286924e+00, 1.824598e-01, -2.462712e+00, 1.893272e-10, 4.595554e-10, 5.444691e-10, 5.478658e-10, 6.302826e+01, 6.061333e-02
4.470000e+02, 1.198864e-01, 8.562563e-01, 4.467492e-02, 8.757361e-03, 2.491704e-01, -1.297896e+00, 1.694600e-01, -2.475793e+00, 1.924278e-10, 4.595381e-10, 5.435827e-10, 5.459833e-10, 6.313256e+01, 5.991841e-02
4.508000e+02, 1.205856e-01, 8.561978e-01, 4.470087e-02, 8.805462e-03, 2.445760e-01, -1.308868e+00, 1.564813e-01, -2.488829e+00, 1.952588e-10, 4.595506e-10, 5.427448e-10, 5.441852e-10, 6.323694e+01, 5.919087e-02
4.546000e+02, 1.212807e-01, 8.561382e-01, 4.472242e-02, 8.853094e-03, 2.399140e-01, -1.319840e+00, 1.435227e-01, -2.501822e+00, 1.982119e-10, 4.595011e-10, 5.419519e-10, 5.423569e-10, 6.334114e+01, 5.843105e-02
4.584000e+02, 1.219727e-01, 8.560799e-01, 4.473951e-02, 8.900266e-03, 2.351814e-01, -1.330811e+00, 1.305830e-01, -2.514771e+00, 2.009115e-10, 4.594935e-10, 5.411999e-10, 5.405731e-10, 6.344530e+01, 5.763854e-02
4.622000e+02, 1.226598e-01, 8.560222e-01, 4.475212e-02, 8.946976e-03, 2.303845e-01, -1.341782e+00, 1.176613e-01, -2.527678e+00, 2.038117e-10, 4.594821e-10, 5.405156e-10, 5.387948e-10, 6.354914e+01, 5.681370e-02
4.660000e+02, 1.233443e-01, 8.559640e-01, 4.476037e-02, 8.993224e-03, 2.255182e-01, -1.352753e+00, 1.047559e-01, -2.540542e+00, 2.064681e-10, 4.594788e-10, 5.398394e-10, 5.370212e-10, 6.365293e+01, 5.595612e-02
4.698000e+02, 1.240243e-01, 8.559058e-01, 4.476406e-02, 9.039012e-03, 2.205886e-01, -1.363723e+00, 9.186660e-02, -2.553364e+00, 2.091406e-10, 4.594349e-10, 5.392561e-10, 5.352516e-10, 6.375641e+01, 5.506616e-02
4.736000e+02, 1.246999e-01, 8.558478e-01, 4.476338e-02, 9.084339e-03, 2.155951e-01, -1.374693e+00, 7.899126e-02, -2.566144e+00, 2.118007e-10, 4.593979e-10, 5.386963e-10, 5.334856e-10, 6.385956e+01, 5.414359e-02
4.774000e+02, 1.253724e-01, 8.557902e-01, 4.475833e-02, 9.129205e-03, 2.105381e-01, -1.385662e+00, 6.612929e-02, -2.578882e+00, 2.142683e-10, 4.593673e-10, 5.381731e-10, 5.317080e-10, 6.396253e+01, 5.318881e-02
4.812000e+02, 1.260390e-01, 8.557332e-01, 4.474880e-02, 9.173621e-03, 2.054223e-01, -1.396629e+00, 5.327982e-02, -2.591577e+00, 2.169293e-10, 4.593911e-10, 5.377229e-10, 5.300327e-10, 6.406492e+01, 5.220155e-02
4.850000e+02, 1.267027e-01, 8.556767e-01, 4.473478e-02, 9.217583e-03, 2.002428e-01, -1.407598e+00, 4.044109e-02, -2.604232e+00, 2.193128e-10, 4.593651e-10, 5.373013e-10, 5.282340e-10, 6.416710e+01, 5.118183e-02
4.888000e+02, 1.273609e-01, 8.556200e-01, 4.471635e-02, 9.261080e-03, 1.950065e-01, -1.418566e+00, 2.761243e-02, -2.616844e+00, 2.216936e-10, 4.592977e-10, 5.369344e-10, 5.265661e-10, 6.426870e+01, 5.013000e-02
4.926000e+02, 1.280138e-01, 8.555635e-01, 4.469339e-02, 9.304137e-03, 1.897133e-01, -1.429532e+00, 1.479253e-02, -2.629416e+00, 2.240993e-10, 4.593340e-10, 5.366182e-10, 5.248308e-10, 6.436971e+01, 4.904602e-02
4.964000e+02, 1.286624e-01, 8.555069e-01, 4.466609e-02, 9.346724e-03, 1.843627e-01, -1.440499e+00, 1.980172e-03, -2.641947e+00, 2.265285e-10, 4.592797e-10, 5.363484e-10, 5.231032e-10, 6.447024e+01, 4.793011e-02
5.002000e+02, 1.293070e-01, 8.554506e-01, 4.463432e-02, 9.388879e-03, 1.789541e-01, -1.451465e+00, -1.082574e-02, -2.654437e+00, 2.287423e-10, 4.592408e-10, 5.361255e-10, 5.214103e-10, 6.457031e+01, 4.678202e-02
5.040000e+02, 1.299458e-01, 8.553937e-01, 4.459805e-02, 9.430567e-03, 1.734926e-01, -1.462430e+00, -2.362633e-02, -2.666886e+00, 2.309604e-10, 4.592288e-10, 5.359581e-10, 5.196393e-10, 6.466964e+01, 4.560233e-02
5.078000e+02, 1.305789e-01, 8.553381e-01, 4.455735e-02, 9.471814e-03, 1.679782e-01, -1.473394e+00, -3.642292e-02, -2.679293e+00, 2.332027e-10, 4.592026e-10, 5.358317e-10, 5.180046e-10, 6.476822e+01, 4.439102e-02
5.116000e+02, 1.312076e-01, 8.552821e-01, 4.451220e-02, 9.512605e-03, 1.624102e-01, -1.484358e+00, -4.921649e-02, -2.691661e+00, 2.353441e-10, 4.591777e-10, 5.357570e-10, 5.162281e-10, 6.486618e+01, 4.314828e-02
5.154000e+02, 1.318301e-01, 8.552267e-01, 4.446255e-02, 9.552958e-03, 1.567911e-01, -1.495322e+00, -6.200828e-02, -2.703986e+00, 2.374805e-10, 4.591483e-10, 5.357213e-10, 5.145683e-10, 6.496326e+01, 4.187407e-02
5.192000e+02, 1.324475e-01, 8.551719e-01, 4.440857e-02, 9.592849e-03, 1.511210e-01, -1.506284e+00, -7.479922e-02, -2.716272e+00, 2.395758e-10, 4.591190e-10, 5.357591e-10, 5.128409e-10, 6.505958e+01, 4.056879e-02
5.230000e+02, 1.330591e-01, 8.551158e-01, 4.435002e-02, 9.632309e-03, 1.454008e-01, -1.517246e+00, -8.759106e-02, -2.728517e+00, 2.416317e-10, 4.590896e-10, 5.358254e-10, 5.110924e-10, 6.515500e+01, 3.923241e-02
5.268000e+02, 1.336659e-01, 8.550613e-01, 4.428695e-02, 9.671314e-03, 1.396316e-01, -1.528208e+00, -1.003845e-01, -2.740720e+00, 2.436401e-10, 4.590607e-10, 5.359443e-10, 5.093922e-10, 6.524965e+01, 3.786554e-02
5.306000e+02, 1.342663e-01, 8.550066e-01, 4.421952e-02, 9.709881e-03, 1.338144e-01, -1.539168e+00, -1.131807e-01, -2.752882e+00, 2.455722e-10, 4.590335e-10, 5.361160e-10, 5.077042e-10, 6.534325e+01, 3.646794e-02
5.344000e+02, 1.348604e-01, 8.549516e-01, 4.414758e-02, 9.748005e-03, 1.279511e-01, -1.550128e+00, -1.259811e-01, -2.765004e+00, 2.475209e-10, 4.589977e-10, 5.363441e-10, 5.059484e-10, 6.543581e+01, 3.504020e-02
5.382000e+02, 1.354484e-01, 8.548973e-01, 4.407106e-02, 9.785688e-03, 1.220413e-01, -1.561087e+00, -1.387869e-01, -2.777084e+00, 2.494908e-10, 4.589670e-10, 5.366071e-10, 5.042193e-10, 6.552731e+01, 3.358231e-02
5.420000e+02, 1.360315e-01, 8.548427e-01, 4.399023e-02, 9.822934e-03, 1.160844e-01, -1.572046e+00, -1.515990e-01, -2.789123e+00, 2.513120e-10, 4.589336e-10, 5.369242e-10, 5.024609e-10, 6.561788e+01, 3.209447e-02
5.458000e+02, 1.366079e-01, 8.547887e-01, 4.390481e-02, 9.859740e-03, 1.100841e-01, -1.583003e+00, -1.644187e-01, -2.801120e+00, 2.531557e-10, 4.589023e-10, 5.373144e-10, 5.007008e-10, 6.570724e+01, 3.057727e-02
5.496000e+02, 1.371778e-01, 8.547353e-01, 4.381486e-02, 9.896119e-03, 1.040397e-01, -1.593960e+00, -1.772476e-01, -2.813075e+00, 2.549304e-10, 4.588661e-10, 5.377110e-10, 4.989760e-10, 6.579539e+01, 2.903069e-02
5.534000e+02, 1.377413e-01, 8.546814e-01, 4.372049e-02, 9.932052e-03, 9.795296e-02, -1.604916e+00, -1.900861e-01, -2.824988e+00, 2.567575e-10, 4.588346e-10, 5.381840e-10, 4.972069e-10, 6.588233e+01, 2.745533e-02
5.572000e+02, 1.382986e-01, 8.546280e-01, 4.362166e-02, 9.967554e-03, 9.182259e-02, -1.615871e+00, -2.029358e-01, -2.836860e+00, 2.584599e-10, 4.587939e-10, 5.387184e-10, 4.954180e-10, 6.596804e+01, 2.585099e-02
5.610000e+02, 1.388490e-01, 8.545750e-01, 4.351827e-02, 1.000263e-02, 8.565158e-02, -1.626825e+00, -2.157983e-01, -2.848688e+00, 2.601902e-10, 4.587620e-10, 5.392778e-10, 4.936083e-10, 6.605238e+01, 2.421846e-02
5.648000e+02, 1.393926e-01, 8.545212e-01, 4.341037e-02, 1.003728e-02, 7.943925e-02, -1.637779e+00, -2.286742e-01, -2.860474e+00, 2.619099e-10, 4.587250e-10, 5.399322e-10, 4.918168e-10, 6.613534e+01, 2.255775e-02
5.686000e+02, 1.399306e-01, 8.544686e-01, 4.329808e-02, 1.007150e-02, 7.318586e-02, -1.648731e+00, -2.415656e-01, -2.872216e+00, 2.635308e-10, 4.586826e-10, 5.405859e-10, 4.900026e-10, 6.621706e+01, 2.086926e-02
5.724000e+02, 1.404611e-01, 8.544171e-01, 4.318110e-02, 1.010529e-02, 6.689377e-02, -1.659683e+00, -2.544727e-01, -2.883916e+00, 2.651640e-10, 4.586496e-10, 5.412783e-10, 4.881852e-10, 6.629724e+01, 1.915353e-02
5.762000e+02, 1.409845e-01, 8.543644e-01, 4.305975e-02, 1.013867e-02, 6.056269e-02, -1.670634e+00, -2.673963e-01, -2.895572e+00, 2.667869e-10, 4.586091e-10, 5.420726e-10, 4.863218e-10, 6.637590e+01, 1.741070e-02
5.800000e+02, 1.415017e-01, 8.543125e-01, 4.293386e-02, 1.017163e-02, 5.419285e-02, -1.681583e+00, -2.803389e-01, -2.907183e+00, 2.683495e-10, 4.585883e-10, 5.428290e-10, 4.845014e-10, 6.645314e+01, 1.564119e-02
5.838000e+02, 1.420111e-01, 8.542612e-01, 4.280341e-02, 1.020417e-02, 4.778571e-02, -1.692533e+00, -2.932996e-01, -2.918751e+00, 2.699125e-10, 4.585291e-10, 5.438290e-10, 4.826036e-10, 6.652870e+01, 1.384540e-02
